日期,战区,渠道,品类,客户,签收额,台数
2025-01-15,中区,KA,主力系列,中区经销商03,28434.72,9
2025-01-15,中区,KA,主力系列,中区经销商04,22747.78,7
2025-01-15,中区,KA,主力系列,中区经销商05,17060.83,5
2025-01-15,中区,KA,主力系列,中区经销商06,14217.36,4
2025-01-15,中区,KA,主力系列,中区经销商07,11373.89,4
2025-01-15,中区,KA,主力系列,中区经销商08,8530.42,3
2025-01-15,中区,电商,主力系列,中区经销商01,109189.33,34
2025-01-15,中区,电商,主力系列,中区经销商02,36396.44,11
2025-01-15,中区,电商,主力系列,中区经销商03,22747.78,7
2025-01-15,中区,电商,主力系列,中区经销商04,18198.22,6
2025-01-15,中区,电商,主力系列,中区经销商05,13648.67,4
2025-01-15,中区,电商,主力系列,中区经销商06,11373.89,4
2025-01-15,中区,电商,主力系列,中区经销商07,9099.11,3
2025-01-15,中区,电商,主力系列,中区经销商08,6824.33,2
2025-01-15,中区,传统,主力系列,中区经销商01,95540.67,30
2025-01-15,中区,传统,主力系列,中区经销商02,31846.89,10
2025-01-15,中区,传统,主力系列,中区经销商03,19904.31,6
2025-01-15,中区,传统,主力系列,中区经销商04,15923.44,5
2025-01-15,中区,传统,主力系列,中区经销商05,11942.58,4
2025-01-15,中区,传统,主力系列,中区经销商06,9952.15,3
2025-01-15,中区,传统,主力系列,中区经销商07,7961.72,2
2025-01-15,中区,传统,主力系列,中区经销商08,5971.29,2
2025-01-15,中区,KA,入门系列,中区经销商01,85304.17,45
2025-01-15,中区,KA,入门系列,中区经销商02,28434.72,15
2025-01-15,中区,KA,入门系列,中区经销商03,17771.7,9
2025-01-15,中区,KA,入门系列,中区经销商04,14217.36,7
2025-01-15,中区,KA,入门系列,中区经销商05,10663.02,6
2025-01-15,中区,KA,入门系列,中区经销商06,8885.85,5
2025-01-15,中区,KA,入门系列,中区经销商07,7108.68,4
2025-01-15,中区,KA,入门系列,中区经销商08,5331.51,3
2025-01-15,中区,电商,入门系列,中区经销商01,68243.33,36
2025-01-15,中区,电商,入门系列,中区经销商02,22747.78,12
2025-01-15,中区,电商,入门系列,中区经销商03,14217.36,7
2025-01-15,中区,电商,入门系列,中区经销商04,11373.89,6
2025-01-15,中区,电商,入门系列,中区经销商05,8530.42,4
2025-01-15,中区,电商,入门系列,中区经销商06,7108.68,4
2025-01-15,中区,电商,入门系列,中区经销商07,5686.94,3
2025-01-15,中区,电商,入门系列,中区经销商08,4265.21,2
2025-01-15,中区,传统,入门系列,中区经销商01,59712.92,31
2025-01-15,中区,传统,入门系列,中区经销商02,19904.31,10
2025-01-15,中区,传统,入门系列,中区经销商03,12440.19,7
2025-01-15,中区,传统,入门系列,中区经销商04,9952.15,5
2025-01-15,中区,传统,入门系列,中区经销商05,7464.11,4
2025-01-15,中区,传统,入门系列,中区经销商06,6220.1,3
2025-01-15,中区,传统,入门系列,中区经销商07,4976.08,3
2025-01-15,中区,传统,入门系列,中区经销商08,3732.06,2
2025-01-15,东区,KA,旗舰系列,东区经销商01,62556.39,12
2025-01-15,东区,KA,旗舰系列,东区经销商02,20852.13,4
2025-01-15,东区,KA,旗舰系列,东区经销商03,13032.58,3
2025-01-15,东区,KA,旗舰系列,东区经销商04,10426.06,2
2025-01-15,东区,KA,旗舰系列,东区经销商05,7819.55,2
2025-01-15,东区,KA,旗舰系列,东区经销商06,6516.29,1
2025-01-15,东区,KA,旗舰系列,东区经销商07,5213.03,1
2025-01-15,东区,KA,旗舰系列,东区经销商08,3909.77,1
2025-01-15,东区,电商,旗舰系列,东区经销商01,50045.11,10
2025-01-15,东区,电商,旗舰系列,东区经销商02,16681.7,3
2025-01-15,东区,电商,旗舰系列,东区经销商03,10426.06,2
2025-01-15,东区,电商,旗舰系列,东区经销商04,8340.85,2
2025-01-15,东区,电商,旗舰系列,东区经销商05,6255.64,1
2025-01-15,东区,电商,旗舰系列,东区经销商06,5213.03,1
2025-01-15,东区,电商,旗舰系列,东区经销商07,4170.43,1
2025-01-15,东区,电商,旗舰系列,东区经销商08,3127.82,1
2025-01-15,东区,传统,旗舰系列,东区经销商01,43789.47,8
2025-01-15,东区,传统,旗舰系列,东区经销商02,14596.49,3
2025-01-15,东区,传统,旗舰系列,东区经销商03,9122.81,2
2025-01-15,东区,传统,旗舰系列,东区经销商04,7298.25,1
2025-01-15,东区,传统,旗舰系列,东区经销商05,5473.68,1
2025-01-15,东区,传统,旗舰系列,东区经销商06,4561.4,1
2025-01-15,东区,传统,旗舰系列,东区经销商07,3649.12,1
2025-01-15,东区,传统,旗舰系列,东区经销商08,2736.84,1
2025-01-15,东区,KA,主力系列,东区经销商01,136486.67,43
2025-01-15,东区,KA,主力系列,东区经销商02,45495.56,14
2025-01-15,东区,KA,主力系列,东区经销商03,28434.72,9
2025-01-15,东区,KA,主力系列,东区经销商04,22747.78,7
2025-01-15,东区,KA,主力系列,东区经销商05,17060.83,5
2025-01-15,东区,KA,主力系列,东区经销商06,14217.36,4
2025-01-15,东区,KA,主力系列,东区经销商07,11373.89,4
2025-01-15,东区,KA,主力系列,东区经销商08,8530.42,3
2025-01-15,东区,电商,主力系列,东区经销商01,109189.33,34
2025-01-15,东区,电商,主力系列,东区经销商02,36396.44,11
2025-01-15,东区,电商,主力系列,东区经销商03,22747.78,7
2025-01-15,东区,电商,主力系列,东区经销商04,18198.22,6
2025-01-15,东区,电商,主力系列,东区经销商05,13648.67,4
2025-01-15,东区,电商,主力系列,东区经销商06,11373.89,4
2025-01-15,东区,电商,主力系列,东区经销商07,9099.11,3
2025-01-15,东区,电商,主力系列,东区经销商08,6824.33,2
2025-01-15,东区,传统,主力系列,东区经销商01,95540.67,30
2025-01-15,东区,传统,主力系列,东区经销商02,31846.89,10
2025-01-15,东区,传统,主力系列,东区经销商03,19904.31,6
2025-01-15,东区,传统,主力系列,东区经销商04,15923.44,5
2025-01-15,东区,传统,主力系列,东区经销商05,11942.58,4
2025-01-15,东区,传统,主力系列,东区经销商06,9952.15,3
2025-01-15,东区,传统,主力系列,东区经销商07,7961.72,2
2025-01-15,东区,传统,主力系列,东区经销商08,5971.29,2
2025-01-15,东区,KA,入门系列,东区经销商01,85304.17,45
2025-01-15,东区,KA,入门系列,东区经销商02,28434.72,15
2025-01-15,东区,KA,入门系列,东区经销商03,17771.7,9
2025-01-15,东区,KA,入门系列,东区经销商04,14217.36,7
2025-01-15,东区,KA,入门系列,东区经销商05,10663.02,6
2025-01-15,东区,KA,入门系列,东区经销商06,8885.85,5
2025-01-15,东区,KA,入门系列,东区经销商07,7108.68,4
2025-01-15,东区,KA,入门系列,东区经销商08,5331.51,3
2025-01-15,东区,电商,入门系列,东区经销商01,68243.33,36
2025-01-15,东区,电商,入门系列,东区经销商02,22747.78,12
2025-01-15,东区,电商,入门系列,东区经销商03,14217.36,7
2025-01-15,东区,电商,入门系列,东区经销商04,11373.89,6
2025-01-15,东区,电商,入门系列,东区经销商05,8530.42,4
2025-01-15,东区,电商,入门系列,东区经销商06,7108.68,4
2025-01-15,东区,电商,入门系列,东区经销商07,5686.94,3
2025-01-15,东区,电商,入门系列,东区经销商08,4265.21,2
2025-01-15,东区,传统,入门系列,东区经销商01,59712.92,31
2025-01-15,东区,传统,入门系列,东区经销商02,19904.31,10
2025-01-15,东区,传统,入门系列,东区经销商03,12440.19,7
2025-01-15,东区,传统,入门系列,东区经销商04,9952.15,5
2025-01-15,东区,传统,入门系列,东区经销商05,7464.11,4
2025-01-15,东区,传统,入门系列,东区经销商06,6220.1,3
2025-01-15,东区,传统,入门系列,东区经销商07,4976.08,3
2025-01-15,东区,传统,入门系列,东区经销商08,3732.06,2
2025-01-15,南区,KA,旗舰系列,南区经销商01,104260.65,20
2025-01-15,南区,KA,旗舰系列,南区经销商02,34753.55,7
2025-01-15,南区,KA,旗舰系列,南区经销商03,21720.97,4
2025-01-15,南区,KA,旗舰系列,南区经销商04,17376.77,3
2025-01-15,南区,KA,旗舰系列,南区经销商05,13032.58,3
2025-01-15,南区,KA,旗舰系列,南区经销商06,10860.48,2
2025-01-15,南区,KA,旗舰系列,南区经销商07,8688.39,2
2025-01-15,南区,KA,旗舰系列,南区经销商08,6516.29,1
2025-01-15,南区,电商,旗舰系列,南区经销商01,83408.52,16
2025-01-15,南区,电商,旗舰系列,南区经销商02,27802.84,5
2025-01-15,南区,电商,旗舰系列,南区经销商03,17376.77,3
2025-01-15,南区,电商,旗舰系列,南区经销商04,13901.42,3
2025-01-15,南区,电商,旗舰系列,南区经销商05,10426.06,2
2025-01-15,南区,电商,旗舰系列,南区经销商06,8688.39,2
2025-01-15,南区,电商,旗舰系列,南区经销商07,6950.71,1
2025-01-15,南区,电商,旗舰系列,南区经销商08,5213.03,1
2025-01-15,南区,传统,旗舰系列,南区经销商01,72982.45,14
2025-01-15,南区,传统,旗舰系列,南区经销商02,24327.48,5
2025-01-15,南区,传统,旗舰系列,南区经销商03,15204.68,3
2025-01-15,南区,传统,旗舰系列,南区经销商04,12163.74,2
2025-01-15,南区,传统,旗舰系列,南区经销商05,9122.81,2
2025-01-15,南区,传统,旗舰系列,南区经销商06,7602.34,1
2025-01-15,南区,传统,旗舰系列,南区经销商07,6081.87,1
2025-01-15,南区,传统,旗舰系列,南区经销商08,4561.4,1
2025-01-15,南区,KA,主力系列,南区经销商01,227477.78,71
2025-01-15,南区,KA,主力系列,南区经销商02,75825.93,24
2025-01-15,南区,KA,主力系列,南区经销商03,47391.2,15
2025-01-15,南区,KA,主力系列,南区经销商04,37912.96,12
2025-01-15,南区,KA,主力系列,南区经销商05,28434.72,9
2025-01-15,南区,KA,主力系列,南区经销商06,23695.6,7
2025-01-15,南区,KA,主力系列,南区经销商07,18956.48,6
2025-01-15,南区,KA,主力系列,南区经销商08,14217.36,4
2025-01-15,南区,电商,主力系列,南区经销商01,181982.22,57
2025-01-15,南区,电商,主力系列,南区经销商02,60660.74,19
2025-01-15,南区,电商,主力系列,南区经销商03,37912.96,12
2025-01-15,南区,电商,主力系列,南区经销商04,30330.37,9
2025-01-15,南区,电商,主力系列,南区经销商05,22747.78,7
2025-01-15,南区,电商,主力系列,南区经销商06,18956.48,6
2025-01-15,南区,电商,主力系列,南区经销商07,15165.19,5
2025-01-15,南区,电商,主力系列,南区经销商08,11373.89,4
2025-01-15,南区,传统,主力系列,南区经销商01,159234.44,50
2025-01-15,南区,传统,主力系列,南区经销商02,53078.15,17
2025-01-15,南区,传统,主力系列,南区经销商03,33173.84,10
2025-01-15,南区,传统,主力系列,南区经销商04,26539.07,8
2025-01-15,南区,传统,主力系列,南区经销商05,19904.31,6
2025-01-15,南区,传统,主力系列,南区经销商06,16586.92,5
2025-01-15,南区,传统,主力系列,南区经销商07,13269.54,4
2025-01-15,南区,传统,主力系列,南区经销商08,9952.15,3
2025-01-15,南区,KA,入门系列,南区经销商01,142173.61,75
2025-01-15,南区,KA,入门系列,南区经销商02,47391.2,25
2025-01-15,南区,KA,入门系列,南区经销商03,29619.5,16
2025-01-15,南区,KA,入门系列,南区经销商04,23695.6,12
2025-01-15,南区,KA,入门系列,南区经销商05,17771.7,9
2025-01-15,南区,KA,入门系列,南区经销商06,14809.75,8
2025-01-15,南区,KA,入门系列,南区经销商07,11847.8,6
2025-01-15,南区,KA,入门系列,南区经销商08,8885.85,5
2025-01-15,南区,电商,入门系列,南区经销商01,113738.89,60
2025-01-15,南区,电商,入门系列,南区经销商02,37912.96,20
2025-01-15,南区,电商,入门系列,南区经销商03,23695.6,12
2025-01-15,南区,电商,入门系列,南区经销商04,18956.48,10
2025-01-15,南区,电商,入门系列,南区经销商05,14217.36,7
2025-01-15,南区,电商,入门系列,南区经销商06,11847.8,6
2025-01-15,南区,电商,入门系列,南区经销商07,9478.24,5
2025-01-15,南区,电商,入门系列,南区经销商08,7108.68,4
2025-01-15,南区,传统,入门系列,南区经销商01,99521.53,52
2025-01-15,南区,传统,入门系列,南区经销商02,33173.84,17
2025-01-15,南区,传统,入门系列,南区经销商03,20733.65,11
2025-01-15,南区,传统,入门系列,南区经销商04,16586.92,9
2025-01-15,南区,传统,入门系列,南区经销商05,12440.19,7
2025-01-15,南区,传统,入门系列,南区经销商06,10366.83,5
2025-01-15,南区,传统,入门系列,南区经销商07,8293.46,4
2025-01-15,南区,传统,入门系列,南区经销商08,6220.1,3
2025-02-15,北区,KA,旗舰系列,北区经销商01,113123.69,22
2025-02-15,北区,KA,旗舰系列,北区经销商02,37707.9,7
2025-02-15,北区,KA,旗舰系列,北区经销商03,23567.44,5
2025-02-15,北区,KA,旗舰系列,北区经销商04,18853.95,4
2025-02-15,北区,KA,旗舰系列,北区经销商05,14140.46,3
2025-02-15,北区,KA,旗舰系列,北区经销商06,11783.72,2
2025-02-15,北区,KA,旗舰系列,北区经销商07,9426.97,2
2025-02-15,北区,KA,旗舰系列,北区经销商08,7070.23,1
2025-02-15,北区,电商,旗舰系列,北区经销商01,90498.95,17
2025-02-15,北区,电商,旗舰系列,北区经销商02,30166.32,6
2025-02-15,北区,电商,旗舰系列,北区经销商03,18853.95,4
2025-02-15,北区,电商,旗舰系列,北区经销商04,15083.16,3
2025-02-15,北区,电商,旗舰系列,北区经销商05,11312.37,2
2025-02-15,北区,电商,旗舰系列,北区经销商06,9426.97,2
2025-02-15,北区,电商,旗舰系列,北区经销商07,7541.58,1
2025-02-15,北区,电商,旗舰系列,北区经销商08,5656.18,1
2025-02-15,北区,传统,旗舰系列,北区经销商01,79186.58,15
2025-02-15,北区,传统,旗舰系列,北区经销商02,26395.53,5
2025-02-15,北区,传统,旗舰系列,北区经销商03,16497.2,3
2025-02-15,北区,传统,旗舰系列,北区经销商04,13197.76,3
2025-02-15,北区,传统,旗舰系列,北区经销商05,9898.32,2
2025-02-15,北区,传统,旗舰系列,北区经销商06,8248.6,2
2025-02-15,北区,传统,旗舰系列,北区经销商07,6598.88,1
2025-02-15,北区,传统,旗舰系列,北区经销商08,4949.16,1
2025-02-15,北区,KA,主力系列,北区经销商01,246815.32,77
2025-02-15,北区,KA,主力系列,北区经销商02,82271.77,26
2025-02-15,北区,KA,主力系列,北区经销商03,51419.86,16
2025-02-15,北区,KA,主力系列,北区经销商04,41135.89,13
2025-02-15,北区,KA,主力系列,北区经销商05,30851.92,10
2025-02-15,北区,KA,主力系列,北区经销商06,25709.93,8
2025-02-15,北区,KA,主力系列,北区经销商07,20567.94,6
2025-02-15,北区,KA,主力系列,北区经销商08,15425.96,5
2025-02-15,北区,电商,主力系列,北区经销商01,197452.26,62
2025-02-15,北区,电商,主力系列,北区经销商02,65817.42,21
2025-02-15,北区,电商,主力系列,北区经销商03,41135.89,13
2025-02-15,北区,电商,主力系列,北区经销商04,32908.71,10
2025-02-15,北区,电商,主力系列,北区经销商05,24681.53,8
2025-02-15,北区,电商,主力系列,北区经销商06,20567.94,6
2025-02-15,北区,电商,主力系列,北区经销商07,16454.35,5
2025-02-15,北区,电商,主力系列,北区经销商08,12340.77,4
2025-02-15,北区,传统,主力系列,北区经销商01,172770.73,54
2025-02-15,北区,传统,主力系列,北区经销商02,57590.24,18
2025-02-15,北区,传统,主力系列,北区经销商03,35993.9,11
2025-02-15,北区,传统,主力系列,北区经销商04,28795.12,9
2025-02-15,北区,传统,主力系列,北区经销商05,21596.34,7
2025-02-15,北区,传统,主力系列,北区经销商06,17996.95,6
2025-02-15,北区,传统,主力系列,北区经销商07,14397.56,4
2025-02-15,北区,传统,主力系列,北区经销商08,10798.17,3
2025-02-15,北区,KA,入门系列,北区经销商01,154259.58,81
2025-02-15,北区,KA,入门系列,北区经销商02,51419.86,27
2025-02-15,北区,KA,入门系列,北区经销商03,32137.41,17
2025-02-15,北区,KA,入门系列,北区经销商04,25709.93,14
2025-02-15,北区,KA,入门系列,北区经销商05,19282.45,10
2025-02-15,北区,KA,入门系列,北区经销商06,16068.71,8
2025-02-15,北区,KA,入门系列,北区经销商07,12854.96,7
2025-02-15,北区,KA,入门系列,北区经销商08,9641.22,5
2025-02-15,北区,电商,入门系列,北区经销商01,123407.66,65
2025-02-15,北区,电商,入门系列,北区经销商02,41135.89,22
2025-02-15,北区,电商,入门系列,北区经销商03,25709.93,14
2025-02-15,北区,电商,入门系列,北区经销商04,20567.94,11
2025-02-15,北区,电商,入门系列,北区经销商05,15425.96,8
2025-02-15,北区,电商,入门系列,北区经销商06,12854.96,7
2025-02-15,北区,电商,入门系列,北区经销商07,10283.97,5
2025-02-15,北区,电商,入门系列,北区经销商08,7712.98,4
2025-02-15,北区,传统,入门系列,北区经销商01,107981.7,57
2025-02-15,北区,传统,入门系列,北区经销商02,35993.9,19
2025-02-15,北区,传统,入门系列,北区经销商03,22496.19,12
2025-02-15,北区,传统,入门系列,北区经销商04,17996.95,9
2025-02-15,北区,传统,入门系列,北区经销商05,13497.71,7
2025-02-15,北区,传统,入门系列,北区经销商06,11248.09,6
2025-02-15,北区,传统,入门系列,北区经销商07,8998.48,5
2025-02-15,北区,传统,入门系列,北区经销商08,6748.86,4
2025-02-15,西区,KA,旗舰系列,西区经销商01,90498.95,17
2025-02-15,西区,KA,旗舰系列,西区经销商02,30166.32,6
2025-02-15,西区,KA,旗舰系列,西区经销商03,18853.95,4
2025-02-15,西区,KA,旗舰系列,西区经销商04,15083.16,3
2025-02-15,西区,KA,旗舰系列,西区经销商05,11312.37,2
2025-02-15,西区,KA,旗舰系列,西区经销商06,9426.97,2
2025-02-15,西区,KA,旗舰系列,西区经销商07,7541.58,1
2025-02-15,西区,KA,旗舰系列,西区经销商08,5656.18,1
2025-02-15,西区,电商,旗舰系列,西区经销商01,72399.16,14
2025-02-15,西区,电商,旗舰系列,西区经销商02,24133.05,5
2025-02-15,西区,电商,旗舰系列,西区经销商03,15083.16,3
2025-02-15,西区,电商,旗舰系列,西区经销商04,12066.53,2
2025-02-15,西区,电商,旗舰系列,西区经销商05,9049.9,2
2025-02-15,西区,电商,旗舰系列,西区经销商06,7541.58,1
2025-02-15,西区,电商,旗舰系列,西区经销商07,6033.26,1
2025-02-15,西区,电商,旗舰系列,西区经销商08,4524.95,1
2025-02-15,西区,传统,旗舰系列,西区经销商01,63349.27,12
2025-02-15,西区,传统,旗舰系列,西区经销商02,21116.42,4
2025-02-15,西区,传统,旗舰系列,西区经销商03,13197.76,3
2025-02-15,西区,传统,旗舰系列,西区经销商04,10558.21,2
2025-02-15,西区,传统,旗舰系列,西区经销商05,7918.66,2
2025-02-15,西区,传统,旗舰系列,西区经销商06,6598.88,1
2025-02-15,西区,传统,旗舰系列,西区经销商07,5279.11,1
2025-02-15,西区,传统,旗舰系列,西区经销商08,3959.33,1
2025-02-15,西区,KA,主力系列,西区经销商01,197452.26,62
2025-02-15,西区,KA,主力系列,西区经销商02,65817.42,21
2025-02-15,西区,KA,主力系列,西区经销商03,41135.89,13
2025-02-15,西区,KA,主力系列,西区经销商04,32908.71,10
2025-02-15,西区,KA,主力系列,西区经销商05,24681.53,8
2025-02-15,西区,KA,主力系列,西区经销商06,20567.94,6
2025-02-15,西区,KA,主力系列,西区经销商07,16454.35,5
2025-02-15,西区,KA,主力系列,西区经销商08,12340.77,4
2025-02-15,西区,电商,主力系列,西区经销商01,157961.81,49
2025-02-15,西区,电商,主力系列,西区经销商02,52653.94,16
2025-02-15,西区,电商,主力系列,西区经销商03,32908.71,10
2025-02-15,西区,电商,主力系列,西区经销商04,26326.97,8
2025-02-15,西区,电商,主力系列,西区经销商05,19745.23,6
2025-02-15,西区,电商,主力系列,西区经销商06,16454.35,5
2025-02-15,西区,电商,主力系列,西区经销商07,13163.48,4
2025-02-15,西区,电商,主力系列,西区经销商08,9872.61,3
2025-02-15,西区,传统,主力系列,西区经销商01,138216.58,43
2025-02-15,西区,传统,主力系列,西区经销商02,46072.19,14
2025-02-15,西区,传统,主力系列,西区经销商03,28795.12,9
2025-02-15,西区,传统,主力系列,西区经销商04,23036.1,7
2025-02-15,西区,传统,主力系列,西区经销商05,17277.07,5
2025-02-15,西区,传统,主力系列,西区经销商06,14397.56,4
2025-02-15,西区,传统,主力系列,西区经销商07,11518.05,4
2025-02-15,西区,传统,主力系列,西区经销商08,8638.54,3
2025-02-15,西区,KA,入门系列,西区经销商01,123407.66,65
2025-02-15,西区,KA,入门系列,西区经销商02,41135.89,22
2025-02-15,西区,KA,入门系列,西区经销商03,25709.93,14
2025-02-15,西区,KA,入门系列,西区经销商04,20567.94,11
2025-02-15,西区,KA,入门系列,西区经销商05,15425.96,8
2025-02-15,西区,KA,入门系列,西区经销商06,12854.96,7
2025-02-15,西区,KA,入门系列,西区经销商07,10283.97,5
2025-02-15,西区,KA,入门系列,西区经销商08,7712.98,4
2025-02-15,西区,电商,入门系列,西区经销商01,98726.13,52
2025-02-15,西区,电商,入门系列,西区经销商02,32908.71,17
2025-02-15,西区,电商,入门系列,西区经销商03,20567.94,11
2025-02-15,西区,电商,入门系列,西区经销商04,16454.35,9
2025-02-15,西区,电商,入门系列,西区经销商05,12340.77,6
2025-02-15,西区,电商,入门系列,西区经销商06,10283.97,5
2025-02-15,西区,电商,入门系列,西区经销商07,8227.18,4
2025-02-15,西区,电商,入门系列,西区经销商08,6170.38,3
2025-02-15,西区,传统,入门系列,西区经销商01,86385.36,45
2025-02-15,西区,传统,入门系列,西区经销商02,28795.12,15
2025-02-15,西区,传统,入门系列,西区经销商03,17996.95,9
2025-02-15,西区,传统,入门系列,西区经销商04,14397.56,8
2025-02-15,西区,传统,入门系列,西区经销商05,10798.17,6
2025-02-15,西区,传统,入门系列,西区经销商06,8998.48,5
2025-02-15,西区,传统,入门系列,西区经销商07,7198.78,4
2025-02-15,西区,传统,入门系列,西区经销商08,5399.09,3
2025-02-15,中区,KA,旗舰系列,中区经销商01,67874.21,13
2025-02-15,中区,KA,旗舰系列,中区经销商02,22624.74,4
2025-02-15,中区,KA,旗舰系列,中区经销商03,14140.46,3
2025-02-15,中区,KA,旗舰系列,中区经销商04,11312.37,2
2025-02-15,中区,KA,旗舰系列,中区经销商05,8484.28,2
2025-02-15,中区,KA,旗舰系列,中区经销商06,7070.23,1
2025-02-15,中区,KA,旗舰系列,中区经销商07,5656.18,1
2025-02-15,中区,KA,旗舰系列,中区经销商08,4242.14,1
2025-02-15,中区,电商,旗舰系列,中区经销商01,54299.37,10
2025-02-15,中区,电商,旗舰系列,中区经销商02,18099.79,3
2025-02-15,中区,电商,旗舰系列,中区经销商03,11312.37,2
2025-02-15,中区,电商,旗舰系列,中区经销商04,9049.9,2
2025-02-15,中区,电商,旗舰系列,中区经销商05,6787.42,1
2025-02-15,中区,电商,旗舰系列,中区经销商06,5656.18,1
2025-02-15,中区,电商,旗舰系列,中区经销商07,4524.95,1
2025-02-15,中区,电商,旗舰系列,中区经销商08,3393.71,1
2025-02-15,中区,传统,旗舰系列,中区经销商01,47511.95,9
2025-02-15,中区,传统,旗舰系列,中区经销商02,15837.32,3
2025-02-15,中区,传统,旗舰系列,中区经销商03,9898.32,2
2025-02-15,中区,传统,旗舰系列,中区经销商04,7918.66,2
2025-02-15,中区,传统,旗舰系列,中区经销商05,5938.99,1
2025-02-15,中区,传统,旗舰系列,中区经销商06,4949.16,1
2025-02-15,中区,传统,旗舰系列,中区经销商07,3959.33,1
2025-02-15,中区,传统,旗舰系列,中区经销商08,2969.5,1
2025-02-15,中区,KA,主力系列,中区经销商01,148089.19,46
2025-02-15,中区,KA,主力系列,中区经销商02,49363.06,15
2025-02-15,中区,KA,主力系列,中区经销商03,30851.92,10
2025-02-15,中区,KA,主力系列,中区经销商04,24681.53,8
2025-02-15,中区,KA,主力系列,中区经销商05,18511.15,6
2025-02-15,中区,KA,主力系列,中区经销商06,15425.96,5
2025-02-15,中区,KA,主力系列,中区经销商07,12340.77,4
2025-02-15,中区,KA,主力系列,中区经销商08,9255.57,3
2025-02-15,中区,电商,主力系列,中区经销商01,118471.35,37
2025-02-15,中区,电商,主力系列,中区经销商02,39490.45,12
2025-02-15,中区,电商,主力系列,中区经销商03,24681.53,8
2025-02-15,中区,电商,主力系列,中区经销商04,19745.23,6
2025-02-15,中区,电商,主力系列,中区经销商05,14808.92,5
2025-02-15,中区,电商,主力系列,中区经销商06,12340.77,4
2025-02-15,中区,电商,主力系列,中区经销商07,9872.61,3
2025-02-15,中区,电商,主力系列,中区经销商08,7404.46,2
2025-02-15,中区,传统,主力系列,中区经销商01,103662.44,32
2025-02-15,中区,传统,主力系列,中区经销商02,34554.15,11
2025-02-15,中区,传统,主力系列,中区经销商03,21596.34,7
2025-02-15,中区,传统,主力系列,中区经销商04,17277.07,5
2025-02-15,中区,传统,主力系列,中区经销商05,12957.8,4
2025-02-15,中区,传统,主力系列,中区经销商06,10798.17,3
2025-02-15,中区,传统,主力系列,中区经销商07,8638.54,3
2025-02-15,中区,传统,主力系列,中区经销商08,6478.9,2
2025-02-15,中区,KA,入门系列,中区经销商01,92555.75,49
2025-02-15,中区,KA,入门系列,中区经销商02,30851.92,16
2025-02-15,中区,KA,入门系列,中区经销商03,19282.45,10
2025-02-15,中区,KA,入门系列,中区经销商04,15425.96,8
2025-02-15,中区,KA,入门系列,中区经销商05,11569.47,6
2025-02-15,中区,KA,入门系列,中区经销商06,9641.22,5
2025-02-15,中区,KA,入门系列,中区经销商07,7712.98,4
2025-02-15,中区,KA,入门系列,中区经销商08,5784.73,3
2025-02-15,中区,电商,入门系列,中区经销商01,74044.6,39
2025-02-15,中区,电商,入门系列,中区经销商02,24681.53,13
2025-02-15,中区,电商,入门系列,中区经销商03,15425.96,8
2025-02-15,中区,电商,入门系列,中区经销商04,12340.77,6
2025-02-15,中区,电商,入门系列,中区经销商05,9255.57,5
2025-02-15,中区,电商,入门系列,中区经销商06,7712.98,4
2025-02-15,中区,电商,入门系列,中区经销商07,6170.38,3
2025-02-15,中区,电商,入门系列,中区经销商08,4627.79,2
2025-02-15,中区,传统,入门系列,中区经销商01,64789.02,34
2025-02-15,中区,传统,入门系列,中区经销商02,21596.34,11
2025-02-15,中区,传统,入门系列,中区经销商03,13497.71,7
2025-02-15,中区,传统,入门系列,中区经销商04,10798.17,6
2025-02-15,中区,传统,入门系列,中区经销商05,8098.63,4
2025-02-15,中区,传统,入门系列,中区经销商06,6748.86,4
2025-02-15,中区,传统,入门系列,中区经销商07,5399.09,3
2025-02-15,中区,传统,入门系列,中区经销商08,4049.31,2
2025-02-15,东区,KA,旗舰系列,东区经销商01,67874.21,13
2025-02-15,东区,KA,旗舰系列,东区经销商02,22624.74,4
2025-02-15,东区,KA,旗舰系列,东区经销商03,14140.46,3
2025-02-15,东区,KA,旗舰系列,东区经销商04,11312.37,2
2025-02-15,东区,KA,旗舰系列,东区经销商05,8484.28,2
2025-02-15,东区,KA,旗舰系列,东区经销商06,7070.23,1
2025-02-15,东区,KA,旗舰系列,东区经销商07,5656.18,1
2025-02-15,东区,KA,旗舰系列,东区经销商08,4242.14,1
2025-02-15,东区,电商,旗舰系列,东区经销商01,54299.37,10
2025-02-15,东区,电商,旗舰系列,东区经销商02,18099.79,3
2025-02-15,东区,电商,旗舰系列,东区经销商03,11312.37,2
2025-02-15,东区,电商,旗舰系列,东区经销商04,9049.9,2
2025-02-15,东区,电商,旗舰系列,东区经销商05,6787.42,1
2025-02-15,东区,电商,旗舰系列,东区经销商06,5656.18,1
2025-02-15,东区,电商,旗舰系列,东区经销商07,4524.95,1
2025-02-15,东区,电商,旗舰系列,东区经销商08,3393.71,1
2025-02-15,东区,传统,旗舰系列,东区经销商01,47511.95,9
2025-02-15,东区,传统,旗舰系列,东区经销商02,15837.32,3
2025-02-15,东区,传统,旗舰系列,东区经销商03,9898.32,2
2025-02-15,东区,传统,旗舰系列,东区经销商04,7918.66,2
2025-02-15,东区,传统,旗舰系列,东区经销商05,5938.99,1
