日期,战区,渠道,型号,客户,签收金额,数量
2024-08-30,东莞,传统,KFR-50LW,客户18,3529,1
2024-08-31,东莞,传统,KFR-26GW,客户04,7286,3
2024-08-15,东莞,传统,KF-32GW,客户03,2334,1
2024-08-18,东莞,传统,KF-35GW,客户12,5243,2
2024-08-26,东莞,传统,KFR-26GW,客户05,2459,1
2024-08-23,东莞,传统,KFR-50LW,客户04,11360,3
2024-08-25,东莞,KA,KFR-35GW,客户09,7574,3
2024-08-16,东莞,KA,KFR-35GW,客户20,14498,5
2024-08-22,东莞,KA,KFR-26GW,客户01,6146,3
2024-08-01,东莞,KA,KF-26GW,客户21,10726,5
2024-08-03,东莞,KA,KF-26GW,客户04,7976,4
2024-08-16,东莞,KA,KFR-50GW,客户19,14312,4
2024-08-09,东莞,KA,KFR-35GW,客户03,16979,6
2024-08-24,东莞,KA,KFR-32GW,客户19,7203,3
2024-08-07,东莞,KA,KFR-32GW,客户04,7454,3
2024-08-31,东莞,B2B,KF-32GW,客户06,16629,8
2024-08-28,东莞,B2B,KFR-120LW,客户13,25488,6
2024-08-19,东莞,B2B,KFR-50GW,客户14,64522,20
2024-08-13,东莞,B2B,KF-32GW,客户09,24989,13
2024-08-17,东莞,O2O,KFR-72LW,客户01,7192,2
2024-08-15,东莞,O2O,KFR-35GW,客户24,2627,1
2024-08-22,东莞,O2O,KF-50GW,客户17,5686,2
2024-08-28,南宁,传统,KFR-72LW,客户05,12785,3
2024-08-11,南宁,传统,KFR-32GW,客户11,2621,1
2024-08-14,南宁,传统,KFR-35GW,客户10,3239,1
2024-08-05,南宁,传统,KF-26GW,客户06,4320,2
2024-08-24,南宁,传统,KF-50GW,客户16,3248,1
2024-08-26,南宁,传统,KFR-32GW,客户03,5432,2
2024-08-06,南宁,传统,KF-35GW,客户02,2487,1
2024-08-16,南宁,KA,KFR-26GW,客户25,12522,6
2024-08-02,南宁,KA,KFR-35GW,客户12,15972,6
2024-08-27,南宁,KA,KFR-50GW,客户16,6542,2
2024-08-09,南宁,KA,KFR-72LW,客户08,16408,4
2024-08-12,南宁,KA,KFR-35GW,客户12,10438,4
2024-08-19,南宁,KA,KF-32GW,客户29,6978,3
2024-08-16,南宁,B2B,KFR-100LW,客户02,53482,14
2024-08-13,南宁,B2B,KF-26GW,客户08,13805,7
2024-08-30,南宁,B2B,KFR-72LW,客户09,34264,9
2024-08-28,南宁,B2B,KFR-35GW,客户14,39737,17
2024-08-09,南宁,O2O,KFR-26GW,客户06,4155,2
2024-08-24,长沙,传统,KFR-50GW,客户25,7216,2
2024-08-05,长沙,传统,KFR-72LW,客户29,8886,2
2024-08-23,长沙,传统,KF-26GW,客户15,7073,3
2024-08-29,长沙,传统,KF-26GW,客户03,4408,2
2024-08-25,长沙,KA,KFR-26GW,客户20,13222,6
2024-08-29,长沙,KA,KF-50GW,客户01,18363,6
2024-08-15,长沙,KA,KFR-35GW,客户03,11396,4
2024-08-28,长沙,KA,KFR-72LW,客户02,12724,3
2024-08-18,长沙,B2B,KF-32GW,客户09,26981,13
2024-08-24,长沙,B2B,KFR-50GW,客户29,28411,10
2024-08-30,长沙,O2O,KFR-50LW,客户10,6484,2
2024-09-05,深圳,传统,KFR-50LW,客户21,7287,2
2024-09-12,深圳,传统,KFR-35GW,客户01,3032,1
2024-09-16,深圳,传统,KFR-35GW,客户11,9606,3
2024-09-20,深圳,传统,KFR-35GW,客户19,5456,2
2024-09-14,深圳,传统,KFR-32GW,客户01,5557,2
2024-09-21,深圳,传统,KFR-50GW,客户02,11483,3
2024-09-17,深圳,传统,KFR-35GW,客户06,6142,2
2024-09-22,深圳,传统,KF-26GW,客户26,6769,3
2024-09-28,深圳,传统,KFR-35GW,客户15,8840,3
2024-09-21,深圳,传统,KFR-26GW,客户02,2234,1
2024-09-01,深圳,传统,KFR-50GW,客户08,10237,3
2024-09-06,深圳,传统,KFR-32GW,客户29,2614,1
2024-09-08,深圳,传统,KF-50GW,客户04,3110,1
2024-09-10,深圳,KA,KFR-26GW,客户03,10091,5
2024-09-11,深圳,KA,KF-26GW,客户10,7448,4
2024-09-02,深圳,KA,KFR-26GW,客户19,6703,3
2024-09-27,深圳,KA,KFR-32GW,客户07,14496,6
2024-09-04,深圳,KA,KFR-32GW,客户07,5023,2
2024-09-24,深圳,KA,KF-50GW,客户17,14879,5
2024-09-17,深圳,KA,KF-50GW,客户03,5592,2
2024-09-11,深圳,KA,KFR-120LW,客户03,22509,5
2024-09-17,深圳,KA,KFR-32GW,客户18,14388,6
2024-09-28,深圳,KA,KFR-26GW,客户09,9052,4
2024-09-21,深圳,KA,KFR-120LW,客户29,15118,3
2024-09-08,深圳,KA,KFR-50GW,客户01,12477,4
2024-09-23,深圳,KA,KFR-26GW,客户01,10673,5
2024-09-11,深圳,B2B,KFR-35GW,客户01,22908,10
2024-09-02,深圳,B2B,KF-35GW,客户30,13193,6
2024-09-18,深圳,B2B,KFR-35GW,客户02,20344,8
2024-09-24,深圳,B2B,KF-26GW,客户19,36474,19
2024-09-02,深圳,B2B,KFR-32GW,客户16,36454,16
2024-09-18,深圳,B2B,KFR-50GW,客户08,40345,14
2024-09-15,深圳,B2B,KF-26GW,客户03,17916,10
2024-09-03,深圳,O2O,KF-32GW,客户26,2147,1
2024-09-25,深圳,O2O,KFR-50LW,客户08,6359,2
2024-09-29,深圳,O2O,KFR-100LW,客户06,4186,1
2024-09-18,深圳,O2O,KFR-26GW,客户23,2107,1
2024-09-05,广州,传统,KFR-32GW,客户16,8154,3
2024-09-22,广州,传统,KFR-72LW,客户05,12646,3
2024-09-06,广州,传统,KFR-26GW,客户22,2394,1
2024-09-21,广州,传统,KF-32GW,客户03,4825,2
2024-09-20,广州,传统,KF-32GW,客户15,7290,3
2024-09-01,广州,传统,KF-26GW,客户04,4430,2
2024-09-30,广州,传统,KF-35GW,客户03,5532,2
2024-09-29,广州,传统,KF-32GW,客户01,7632,3
2024-09-02,广州,传统,KFR-50GW,客户06,10728,3
2024-09-03,广州,传统,KF-32GW,客户04,2379,1
2024-09-18,广州,KA,KF-50GW,客户01,8027,3
2024-09-18,广州,KA,KFR-35GW,客户03,7210,3
2024-09-25,广州,KA,KF-26GW,客户07,3865,2
2024-09-04,广州,KA,KFR-100LW,客户06,21565,5
2024-09-17,广州,KA,KFR-32GW,客户03,11851,5
2024-09-11,广州,KA,KFR-35GW,客户02,15492,6
2024-09-14,广州,KA,KFR-50LW,客户30,14082,4
2024-09-07,广州,KA,KF-26GW,客户08,7743,4
2024-09-12,广州,KA,KFR-35GW,客户11,10362,4
2024-09-10,广州,KA,KF-50GW,客户08,14969,5
2024-09-01,广州,B2B,KFR-50LW,客户30,44538,14
2024-09-23,广州,B2B,KFR-35GW,客户03,40615,15
2024-09-04,广州,B2B,KF-32GW,客户26,18760,9
2024-09-08,广州,B2B,KFR-26GW,客户06,17926,9
2024-09-19,广州,B2B,KFR-32GW,客户21,17723,7
2024-09-06,广州,B2B,KFR-50GW,客户26,20651,7
2024-09-20,广州,O2O,KF-35GW,客户17,2118,1
2024-09-25,广州,O2O,KFR-100LW,客户01,8621,2
2024-09-14,广州,O2O,KFR-35GW,客户24,5276,2
2024-09-01,东莞,传统,KFR-26GW,客户20,6767,3
2024-09-10,东莞,传统,KFR-100LW,客户14,4433,1
2024-09-08,东莞,传统,KFR-50LW,客户05,11522,3
2024-09-15,东莞,传统,KFR-32GW,客户16,5604,2
2024-09-13,东莞,传统,KF-26GW,客户12,2199,1
2024-09-19,东莞,传统,KFR-32GW,客户05,5567,2
2024-09-25,东莞,传统,KF-26GW,客户11,4588,2
2024-09-18,东莞,传统,KF-26GW,客户19,4498,2
2024-09-08,东莞,KA,KFR-50GW,客户12,18371,6
2024-09-11,东莞,KA,KFR-32GW,客户04,11803,5
2024-09-12,东莞,KA,KF-26GW,客户12,3974,2
2024-09-25,东莞,KA,KFR-32GW,客户06,4761,2
2024-09-20,东莞,KA,KFR-35GW,客户30,16834,6
2024-09-07,东莞,KA,KFR-32GW,客户01,6881,3
2024-09-20,东莞,KA,KF-26GW,客户02,4127,2
2024-09-01,东莞,KA,KF-35GW,客户24,9681,4
2024-09-07,东莞,KA,KFR-35GW,客户21,10689,4
2024-09-18,东莞,B2B,KFR-32GW,客户11,29899,13
2024-09-13,东莞,B2B,KFR-50GW,客户18,26270,9
2024-09-09,东莞,B2B,KFR-72LW,客户15,20364,6
2024-09-01,东莞,B2B,KFR-32GW,客户04,31854,13
2024-09-28,东莞,B2B,KFR-26GW,客户15,32955,16
2024-09-23,东莞,O2O,KFR-35GW,客户25,5265,2
2024-09-06,东莞,O2O,KFR-26GW,客户05,2227,1
2024-09-10,东莞,O2O,KFR-32GW,客户29,2685,1
2024-09-22,南宁,传统,KFR-50GW,客户02,7181,2
2024-09-09,南宁,传统,KFR-35GW,客户14,3294,1
2024-09-29,南宁,传统,KF-32GW,客户14,4786,2
2024-09-11,南宁,传统,KF-50GW,客户30,9819,3
2024-09-24,南宁,传统,KF-35GW,客户15,2536,1
2024-09-14,南宁,传统,KFR-35GW,客户28,9139,3
2024-09-30,南宁,传统,KFR-32GW,客户02,5057,2
2024-09-07,南宁,KA,KFR-50GW,客户02,9132,3
2024-09-30,南宁,KA,KF-32GW,客户05,12951,6
2024-09-06,南宁,KA,KFR-26GW,客户30,6336,3
2024-09-06,南宁,KA,KFR-35GW,客户12,5110,2
2024-09-14,南宁,KA,KFR-35GW,客户24,5454,2
2024-09-05,南宁,KA,KF-50GW,客户05,10607,4
2024-09-20,南宁,B2B,KFR-26GW,客户03,24733,13
2024-09-03,南宁,B2B,KFR-32GW,客户16,35122,16
2024-09-28,南宁,B2B,KF-26GW,客户09,36998,20
2024-09-02,南宁,O2O,KFR-50GW,客户02,3012,1
2024-09-22,南宁,O2O,KFR-50GW,客户29,6534,2
2024-09-28,长沙,传统,KF-26GW,客户01,4319,2
2024-09-25,长沙,传统,KFR-72LW,客户16,8856,2
2024-09-24,长沙,传统,KFR-26GW,客户18,4533,2
2024-09-21,长沙,传统,KFR-35GW,客户13,8194,3
2024-09-15,长沙,KA,KF-26GW,客户10,9912,5
2024-09-24,长沙,KA,KF-32GW,客户01,6389,3
2024-09-07,长沙,KA,KFR-26GW,客户07,4355,2
2024-09-06,长沙,KA,KFR-35GW,客户07,10865,4
2024-09-15,长沙,B2B,KFR-72LW,客户01,31509,9
2024-09-29,长沙,B2B,KF-32GW,客户08,16934,8
2024-09-01,长沙,O2O,KFR-26GW,客户07,4502,2
2024-10-11,深圳,传统,KFR-72LW,客户17,4347,1
2024-10-23,深圳,传统,KF-26GW,客户26,2162,1
2024-10-17,深圳,传统,KF-26GW,客户01,6285,3
2024-10-20,深圳,传统,KF-26GW,客户18,6679,3
2024-10-11,深圳,传统,KF-35GW,客户06,5307,2
2024-10-06,深圳,传统,KFR-50LW,客户15,3761,1
2024-10-24,深圳,传统,KF-32GW,客户03,7534,3
2024-10-06,深圳,传统,KF-26GW,客户08,6671,3
2024-10-01,深圳,传统,KFR-26GW,客户02,2559,1
2024-10-26,深圳,传统,KFR-50GW,客户23,10550,3
2024-10-15,深圳,传统,KFR-26GW,客户25,2394,1
2024-10-01,深圳,传统,KFR-50GW,客户01,11286,3
2024-10-07,深圳,传统,KFR-32GW,客户11,7546,3
2024-10-05,深圳,KA,KFR-32GW,客户15,4681,2
2024-10-02,深圳,KA,KF-32GW,客户15,13058,6
2024-10-22,深圳,KA,KFR-26GW,客户30,7312,3
2024-10-31,深圳,KA,KFR-35GW,客户15,15338,6
2024-10-03,深圳,KA,KFR-50GW,客户12,6367,2
2024-10-27,深圳,KA,KF-26GW,客户05,10606,5
2024-10-04,深圳,KA,KFR-50LW,客户05,9647,3
2024-10-07,深圳,KA,KF-26GW,客户04,11924,6
2024-10-03,深圳,KA,KFR-72LW,客户02,24380,6
2024-10-09,深圳,KA,KFR-50GW,客户16,11964,4
2024-10-30,深圳,KA,KFR-50LW,客户30,14521,4
2024-10-26,深圳,KA,KFR-26GW,客户12,13106,6
2024-10-07,深圳,KA,KFR-32GW,客户13,9449,4
2024-10-20,深圳,B2B,KFR-26GW,客户14,16128,8
2024-10-12,深圳,B2B,KF-50GW,客户07,39509,15
2024-10-09,深圳,B2B,KFR-50LW,客户14,15207,5
2024-10-25,深圳,B2B,KF-26GW,客户05,26538,15
2024-10-31,深圳,B2B,KFR-26GW,客户16,28760,15
2024-10-27,深圳,B2B,KFR-26GW,客户02,31517,15
2024-10-16,深圳,B2B,KFR-35GW,客户16,50881,20
2024-10-15,深圳,B2B,KFR-32GW,客户09,32173,15
2024-10-18,深圳,O2O,KFR-50GW,客户18,5913,2
2024-10-26,深圳,O2O,KFR-50LW,客户03,6547,2
2024-10-01,深圳,O2O,KF-35GW,客户21,2425,1
2024-10-19,广州,传统,KFR-35GW,客户11,2884,1
2024-10-23,广州,传统,KFR-72LW,客户03,4513,1
2024-10-14,广州,传统,KF-32GW,客户17,4524,2
2024-10-07,广州,传统,KFR-26GW,客户24,4164,2
2024-10-26,广州,传统,KFR-50LW,客户02,7731,2
2024-10-16,广州,传统,KFR-26GW,客户03,2333,1
2024-10-30,广州,传统,KF-35GW,客户02,5175,2
2024-10-28,广州,传统,KFR-50GW,客户24,7051,2
2024-10-22,广州,传统,KFR-26GW,客户30,6881,3
2024-10-17,广州,传统,KF-50GW,客户03,2938,1
2024-10-22,广州,传统,KFR-26GW,客户05,2405,1
2024-10-24,广州,KA,KF-32GW,客户05,4811,2
2024-10-21,广州,KA,KFR-35GW,客户12,11410,4
2024-10-25,广州,KA,KF-35GW,客户05,7116,3
2024-10-06,广州,KA,KFR-50GW,客户02,10418,3
2024-10-18,广州,KA,KFR-35GW,客户01,15926,6
2024-10-31,广州,KA,KFR-35GW,客户05,8070,3
2024-10-29,广州,KA,KF-26GW,客户04,6269,3
2024-10-01,广州,KA,KFR-35GW,客户08,8448,3
2024-10-13,广州,KA,KFR-50GW,客户16,6449,2
2024-10-21,广州,KA,KFR-32GW,客户13,15263,6
2024-10-25,广州,B2B,KF-26GW,客户14,25893,14
2024-10-19,广州,B2B,KFR-120LW,客户11,82709,19
2024-10-21,广州,B2B,KFR-26GW,客户21,39763,19
2024-10-31,广州,B2B,KF-26GW,客户09,23123,12
2024-10-23,广州,B2B,KFR-32GW,客户24,31221,13
2024-10-15,广州,B2B,KF-35GW,客户05,32282,15
2024-10-25,广州,O2O,KFR-26GW,客户02,4141,2
2024-10-13,广州,O2O,KFR-35GW,客户12,2649,1
2024-10-10,广州,O2O,KF-32GW,客户21,4288,2
2024-10-08,东莞,传统,KFR-50GW,客户07,10460,3
2024-10-23,东莞,传统,KFR-50LW,客户29,7692,2
2024-10-19,东莞,传统,KFR-72LW,客户20,8674,2
2024-10-24,东莞,传统,KF-26GW,客户11,2270,1
2024-10-04,东莞,传统,KF-35GW,客户12,5495,2
2024-10-10,东莞,传统,KFR-72LW,客户09,13403,3
2024-10-22,东莞,传统,KF-35GW,客户01,2658,1
2024-10-02,东莞,传统,KF-32GW,客户20,4664,2
2024-10-25,东莞,KA,KF-32GW,客户25,4791,2
2024-10-15,东莞,KA,KFR-32GW,客户02,14781,6
2024-10-10,东莞,KA,KFR-32GW,客户16,10703,4
2024-10-23,东莞,KA,KFR-72LW,客户26,17606,4
2024-10-19,东莞,KA,KF-50GW,客户06,5596,2
2024-10-02,东莞,KA,KFR-26GW,客户30,11625,5
2024-10-01,东莞,KA,KFR-35GW,客户11,4992,2
2024-10-01,东莞,KA,KF-26GW,客户22,8448,4
2024-10-21,东莞,KA,KFR-32GW,客户17,12866,5
2024-10-07,东莞,B2B,KFR-35GW,客户07,26594,11
2024-10-27,东莞,B2B,KFR-50LW,客户23,48672,16
2024-10-01,东莞,B2B,KFR-50GW,客户04,27425,9
2024-10-05,东莞,B2B,KFR-32GW,客户25,42061,18
2024-10-23,东莞,B2B,KFR-26GW,客户15,38843,18
2024-10-18,东莞,O2O,KFR-50GW,客户03,5834,2
2024-10-19,东莞,O2O,KF-32GW,客户07,2242,1
2024-10-14,南宁,传统,KF-26GW,客户17,4662,2
2024-10-23,南宁,传统,KF-35GW,客户12,2743,1
2024-10-03,南宁,传统,KFR-35GW,客户12,8643,3
2024-10-29,南宁,传统,KFR-32GW,客户18,5269,2
2024-10-24,南宁,传统,KFR-72LW,客户04,12890,3
2024-10-10,南宁,传统,KFR-120LW,客户15,13924,3
2024-10-16,南宁,KA,KF-35GW,客户11,4491,2
2024-10-31,南宁,KA,KFR-50GW,客户26,19552,6
2024-10-02,南宁,KA,KF-50GW,客户05,8444,3
2024-10-02,南宁,KA,KF-26GW,客户13,8114,4
2024-10-02,南宁,KA,KFR-72LW,客户12,22430,6
2024-10-05,南宁,KA,KFR-100LW,客户05,27912,6
2024-10-20,南宁,B2B,KF-32GW,客户04,18799,9
2024-10-30,南宁,B2B,KFR-35GW,客户23,12412,5
2024-10-12,南宁,B2B,KFR-72LW,客户02,64936,19
2024-10-28,南宁,B2B,KF-32GW,客户04,22607,12
2024-10-27,南宁,O2O,KF-50GW,客户29,2902,1
2024-10-21,南宁,O2O,KFR-50LW,客户30,6776,2
2024-10-21,长沙,传统,KFR-72LW,客户23,4508,1
2024-10-10,长沙,传统,KFR-32GW,客户22,2754,1
2024-10-08,长沙,传统,KFR-50GW,客户28,10992,3
2024-10-14,长沙,传统,KFR-35GW,客户17,5785,2
2024-10-13,长沙,传统,KFR-26GW,客户27,5006,2
2024-10-12,长沙,KA,KF-50GW,客户16,6237,2
2024-10-11,长沙,KA,KF-35GW,客户08,9964,4
2024-10-25,长沙,KA,KFR-35GW,客户21,10546,4
2024-10-25,长沙,KA,KFR-120LW,客户04,26506,6
2024-10-01,长沙,B2B,KFR-35GW,客户16,24845,10
2024-10-17,长沙,B2B,KF-32GW,客户01,16659,8
2024-10-02,长沙,B2B,KFR-26GW,客户08,24114,12
2024-10-31,长沙,O2O,KFR-26GW,客户27,2053,1
2024-10-13,长沙,O2O,KFR-72LW,客户02,4096,1
2024-11-29,深圳,传统,KF-35GW,客户12,2681,1
2024-11-21,深圳,传统,KFR-26GW,客户03,4196,2
2024-11-23,深圳,传统,KFR-50GW,客户30,7225,2
2024-11-09,深圳,传统,KF-35GW,客户20,5160,2
2024-11-02,深圳,传统,KF-26GW,客户07,4793,2
2024-11-30,深圳,传统,KFR-32GW,客户21,2554,1
2024-11-16,深圳,传统,KFR-32GW,客户07,8273,3
2024-11-30,深圳,传统,KFR-26GW,客户11,4807,2
2024-11-03,深圳,传统,KFR-50GW,客户04,3775,1
2024-11-21,深圳,传统,KFR-26GW,客户18,5016,2
2024-11-13,深圳,传统,KFR-100LW,客户27,14317,3
2024-11-25,深圳,传统,KFR-32GW,客户17,5111,2
2024-11-25,深圳,传统,KFR-50LW,客户08,10937,3
2024-11-16,深圳,KA,KFR-26GW,客户03,12038,5
2024-11-11,深圳,KA,KFR-26GW,客户11,8615,4
2024-11-11,深圳,KA,KF-26GW,客户07,3848,2
2024-11-21,深圳,KA,KFR-26GW,客户09,9496,4
2024-11-13,深圳,KA,KFR-32GW,客户11,12320,5
2024-11-16,深圳,KA,KF-35GW,客户14,9325,4
2024-11-24,深圳,KA,KFR-26GW,客户14,6774,3
2024-11-03,深圳,KA,KF-50GW,客户04,15293,5
2024-11-15,深圳,KA,KF-26GW,客户15,9334,5
2024-11-02,深圳,KA,KF-50GW,客户01,11694,4
2024-11-22,深圳,KA,KFR-35GW,客户18,14542,5
2024-11-05,深圳,KA,KFR-50LW,客户27,22274,6
2024-11-30,深圳,B2B,KFR-32GW,客户01,20629,9
2024-11-01,深圳,B2B,KF-35GW,客户01,19996,9
2024-11-20,深圳,B2B,KFR-32GW,客户01,32721,14
2024-11-04,深圳,B2B,KFR-32GW,客户13,18139,8
2024-11-11,深圳,B2B,KFR-50LW,客户21,39743,12
2024-11-11,深圳,B2B,KF-32GW,客户30,35794,17
2024-11-07,深圳,B2B,KFR-26GW,客户16,17254,9
2024-11-09,深圳,O2O,KFR-72LW,客户05,4342,1
2024-11-30,深圳,O2O,KFR-32GW,客户07,4639,2
2024-11-25,深圳,O2O,KFR-72LW,客户02,7641,2
2024-11-21,广州,传统,KF-32GW,客户01,2447,1
2024-11-26,广州,传统,KFR-72LW,客户04,13148,3
2024-11-17,广州,传统,KF-26GW,客户09,2247,1
2024-11-20,广州,传统,KFR-50GW,客户04,3770,1
2024-11-21,广州,传统,KF-26GW,客户13,5803,3
2024-11-01,广州,传统,KF-32GW,客户05,4850,2
2024-11-28,广州,传统,KFR-50LW,客户03,12015,3
2024-11-15,广州,传统,KF-26GW,客户11,2182,1
2024-11-05,广州,传统,KF-26GW,客户15,4511,2
2024-11-16,广州,传统,KF-26GW,客户29,4444,2
2024-11-07,广州,传统,KFR-32GW,客户16,2822,1
2024-11-02,广州,KA,KFR-35GW,客户21,13847,5
2024-11-16,广州,KA,KFR-26GW,客户01,13794,6
2024-11-24,广州,KA,KFR-50LW,客户01,11316,3
2024-11-11,广州,KA,KFR-50GW,客户12,16852,5
2024-11-04,广州,KA,KFR-32GW,客户02,8100,3
2024-11-16,广州,KA,KFR-32GW,客户07,7372,3
2024-11-05,广州,KA,KFR-72LW,客户01,20560,5
2024-11-24,广州,KA,KFR-32GW,客户13,7406,3
2024-11-07,广州,KA,KFR-32GW,客户06,10259,4
2024-11-28,广州,KA,KFR-35GW,客户01,16770,6
2024-11-08,广州,KA,KFR-50GW,客户07,13299,4
2024-11-08,广州,B2B,KFR-72LW,客户20,34785,10
2024-11-28,广州,B2B,KFR-26GW,客户23,39411,20
2024-11-24,广州,B2B,KF-50GW,客户13,51290,19
2024-11-19,广州,B2B,KF-32GW,客户04,40390,18
2024-11-14,广州,B2B,KFR-32GW,客户27,22740,9
2024-11-24,广州,B2B,KF-50GW,客户01,51776,20
2024-11-04,广州,O2O,KFR-26GW,客户11,4410,2
2024-11-23,广州,O2O,KFR-50GW,客户04,2962,1
2024-11-03,广州,O2O,KF-26GW,客户28,1948,1
2024-11-28,东莞,传统,KFR-120LW,客户02,10205,2
2024-11-23,东莞,传统,KFR-72LW,客户12,8369,2
2024-11-21,东莞,传统,KFR-50GW,客户20,7098,2
2024-11-11,东莞,传统,KFR-50GW,客户14,11592,3
2024-11-23,东莞,传统,KFR-50LW,客户05,7836,2
2024-11-29,东莞,传统,KF-35GW,客户11,2603,1
2024-11-30,东莞,传统,KFR-35GW,客户27,8588,3
2024-11-02,东莞,传统,KFR-120LW,客户25,4754,1
2024-11-23,东莞,传统,KFR-35GW,客户02,9092,3
2024-11-16,东莞,KA,KF-26GW,客户03,8245,4
2024-11-25,东莞,KA,KF-26GW,客户19,6324,3
2024-11-14,东莞,KA,KF-26GW,客户03,8620,4
2024-11-15,东莞,KA,KFR-35GW,客户01,10519,4
2024-11-27,东莞,KA,KFR-50GW,客户11,6186,2
2024-11-12,东莞,KA,KFR-50LW,客户05,21228,6
2024-11-03,东莞,KA,KF-26GW,客户28,4276,2
2024-11-03,东莞,KA,KFR-26GW,客户25,9697,4
2024-11-17,东莞,KA,KFR-26GW,客户04,5959,3
2024-11-16,东莞,B2B,KFR-26GW,客户07,18324,9
2024-11-28,东莞,B2B,KFR-35GW,客户08,12460,5
2024-11-14,东莞,B2B,KF-32GW,客户22,31721,15
2024-11-17,东莞,B2B,KFR-72LW,客户15,51193,15
2024-11-29,东莞,O2O,KFR-50GW,客户05,3212,1
2024-11-10,东莞,O2O,KF-26GW,客户02,4017,2
2024-11-06,南宁,传统,KFR-26GW,客户06,4966,2
2024-11-27,南宁,传统,KFR-72LW,客户02,12515,3
2024-11-06,南宁,传统,KF-26GW,客户26,2494,1
2024-11-12,南宁,传统,KFR-32GW,客户01,5141,2
2024-11-22,南宁,传统,KFR-32GW,客户12,2635,1
2024-11-18,南宁,传统,KFR-35GW,客户06,5088,2
2024-11-25,南宁,KA,KF-35GW,客户07,12612,5
2024-11-18,南宁,KA,KFR-32GW,客户09,10825,4
2024-11-16,南宁,KA,KF-50GW,客户05,13247,4
2024-11-24,南宁,KA,KF-35GW,客户29,13857,6
2024-11-24,南宁,KA,KF-35GW,客户08,4459,2
2024-11-20,南宁,KA,KFR-50GW,客户01,19916,6
2024-11-11,南宁,KA,KF-32GW,客户08,4561,2
2024-11-07,南宁,B2B,KFR-100LW,客户12,49563,12
2024-11-22,南宁,B2B,KFR-26GW,客户11,35363,19
2024-11-20,南宁,B2B,KFR-120LW,客户01,73356,17
2024-11-13,南宁,B2B,KFR-50LW,客户01,53508,16
2024-11-10,南宁,O2O,KF-32GW,客户06,4589,2
2024-11-07,南宁,O2O,KF-50GW,客户24,2902,1
2024-11-29,长沙,传统,KFR-50GW,客户30,6901,2
2024-11-27,长沙,传统,KFR-50GW,客户25,3837,1
2024-11-17,长沙,传统,KFR-72LW,客户01,4088,1
2024-11-25,长沙,传统,KF-50GW,客户01,10941,3
2024-11-23,长沙,KA,KFR-26GW,客户14,8363,4
2024-11-06,长沙,KA,KFR-50LW,客户26,10835,3
2024-11-27,长沙,KA,KF-32GW,客户04,12338,5
2024-11-08,长沙,KA,KFR-72LW,客户10,20553,5
2024-11-10,长沙,B2B,KFR-26GW,客户04,42763,20
2024-11-01,长沙,B2B,KFR-50GW,客户10,38169,12
2024-11-16,长沙,B2B,KFR-26GW,客户04,13671,7
2024-11-23,长沙,O2O,KF-32GW,客户14,4267,2
2024-12-02,深圳,传统,KFR-35GW,客户18,2984,1
2024-12-05,深圳,传统,KFR-32GW,客户09,7940,3
2024-12-12,深圳,传统,KFR-35GW,客户01,5304,2
2024-12-30,深圳,传统,KFR-26GW,客户05,7526,3
2024-12-25,深圳,传统,KFR-26GW,客户03,7209,3
2024-12-27,深圳,传统,KFR-32GW,客户05,5538,2
2024-12-04,深圳,传统,KF-32GW,客户21,4727,2
2024-12-01,深圳,传统,KFR-50LW,客户06,3502,1
2024-12-06,深圳,传统,KFR-26GW,客户04,4306,2
2024-12-27,深圳,传统,KFR-26GW,客户02,2522,1
2024-12-28,深圳,传统,KFR-32GW,客户25,7769,3
2024-12-14,深圳,传统,KFR-50LW,客户11,3334,1
2024-12-12,深圳,KA,KFR-26GW,客户22,4255,2
2024-12-17,深圳,KA,KFR-26GW,客户08,13410,6
2024-12-08,深圳,KA,KF-26GW,客户06,9017,4
2024-12-10,深圳,KA,KFR-26GW,客户16,6778,3
2024-12-04,深圳,KA,KFR-26GW,客户02,4109,2
2024-12-02,深圳,KA,KFR-26GW,客户20,11542,5
2024-12-30,深圳,KA,KFR-32GW,客户01,14484,6
2024-12-25,深圳,KA,KFR-32GW,客户01,4908,2
2024-12-06,深圳,KA,KFR-26GW,客户02,13732,6
2024-12-28,深圳,KA,KFR-120LW,客户01,15399,3
2024-12-17,深圳,KA,KF-26GW,客户04,12194,6
2024-12-19,深圳,KA,KF-26GW,客户13,12705,6
2024-12-31,深圳,KA,KFR-26GW,客户22,4098,2
2024-12-30,深圳,B2B,KF-35GW,客户11,17593,8
2024-12-15,深圳,B2B,KFR-32GW,客户10,44446,20
2024-12-13,深圳,B2B,KFR-120LW,客户02,71748,16
2024-12-04,深圳,B2B,KFR-50GW,客户10,60680,18
2024-12-25,深圳,B2B,KFR-50GW,客户10,66476,20
2024-12-13,深圳,B2B,KFR-35GW,客户04,15861,6
2024-12-22,深圳,B2B,KFR-35GW,客户13,36237,14
2024-12-28,深圳,O2O,KFR-50GW,客户11,6751,2
2024-12-31,深圳,O2O,KFR-26GW,客户23,4288,2
2024-12-17,深圳,O2O,KFR-120LW,客户03,8806,2
2024-12-23,广州,传统,KFR-26GW,客户02,4552,2
2024-12-11,广州,传统,KFR-72LW,客户01,4859,1
2024-12-04,广州,传统,KFR-32GW,客户23,5719,2
2024-12-19,广州,传统,KFR-32GW,客户08,5351,2
